academic_advisors,allegiance,alma_mater,alt,alt 2,appointed,author_abbrev_bot,author_abbrev_zoo,author_abbreviation_bot,author_abbreviation_zoo,awards,battles,birth_date,birth_name,birth_place,branch,c,caption,child,children,citizenship,credits,death_cause,death_date,death_place,doctoral_advisor,doctoral_students,education,embed,embed_title,employer,ethnicity,eva_time,evas,father,field,fields,footnotes,honorific prefix,honorific_prefix,honorific_suffix,image,image_size,image_upright,influenced,influences,insignia,known_for,landscape,mi,mission,missions,module,module2,mother,name,nationality,native_name,native_name_lang,notable_students,occupation,office,order,other_names,p,parents,parliamentarygroup,partner,predecessor,prizes,rank,relatives,religion,residence,resting place,resting_place,resting_place_coordinates,restingplace,retirement,s,selection,serviceyears,signature,spouse,successor,t,term,term_end,term_start,termlabel,thesis_title,thesis_url,thesis_year,time,type,w,website,work_institution,work_institutions,workplaces,wuu,years_active,yearsactive,{{marriage|duke mondy|1968|1972|end,{{marriage|foster johnson|1951|1951|end
,,[[University of East Anglia]] (BSc)<br/> [[University of Hull ]] (PhD),,,,,,,,[[Albert Medal (Royal Society of Arts)|Albert Medal]] (2021)<br />[[Princess of Asturias Awards|Princess of Asturias Award]] (2021)<br />[[King Faisal Prize]] (2023),,{{Birth year and age|1962|04}},,"[[Kettering |Kettering, Northamptonshire]], England",,,Gilbert in 2021,,3,,,,,,"[[Colin Ratledge]], Dr M. Keenan",,,,,,,,,,,[[Vaccine]]s<ref name=gs/>,,[[Dame]],,{{postnominals|country=GBR|DBE|FRS|size=100%}},Dr.Sarah Gilbert.jpg,,,,,,[[Vaccinology]],,,,,,,,Sarah Gilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Studies on lipid accumulation and genetics of Rhodosporidium toruloides,https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.381881,1986,,,,{{Official URL}} }},,,"[[University of Oxford]] <br/>[[Vaccitech]]<br /> Delta Biotechnology<br />Leicester Biocentre<br />[[Brewing Industry Research Foundation]]<br />[[Christ Church, Oxford]]",,,,,
,,{{unbulleted list||[[Saarland University]]}},,,,,,,,{{unbulleted list|Princess of Asturias Awards|Georges Köhler Prize|Werner von Siemens Ring|Paul Ehrlich and Ludwig Darmstaedter Prize|Prix Jeantet-Collen for Translational Medicine (2022)|}},,{{Birth date and age|df=yes|1967|3|6}},,"[[Siegen]], [[West Germany]]",,,Özlem Türeci in 2019,,1,"Germany<ref>{{Cite web|date=26 April 2020|title=Über zwei Wissenschaftler, die nicht nur Hoffnung gegen das Virus machen|url=https://www.tagesspiegel.de/gesellschaft/wir-sind-impfstoff-ueber-zwei-wissenschaftler-die-nicht-nur-hoffnung-gegen-das-virus-machen/25771136.html|access-date=17 September 2021|publisher=[[Tagesspiegel]]|language=de|quote=Beide sind Kinder türkischer Einwanderer, deutsche Staatsbürger und weltweit angesehene Wissenschaftler. ''[Both are children of Turkish immigrants, German citizens, and internationally respected scientists]''}}</ref>",,,,,,,,,,,,,,,,,,,,,Ozlem Tureci v1.jpg,,,,,,{{unbulleted list|[[BioNTech]]|[[BNT162b2]] [[vaccine]]}},,,,,,,,Özlem Türeci,,,,,"Physician, scientist, entrepreneur",Chief Medical Officer of BioNTech SE,,,,,,,,,,,,,,,,,,,,,,{{marriage|[[Uğur Şahin]]|2002}},,,2018–present,,,,,,,,,,{{URL|1=biontech.de/de/our-dna/fuehrungsteam|2=Profile at BioNTech}} }},,,,,1992–present,,,
,,"{{unbulleted list|[[University of Cologne]], [[PhD]] in [[Medicine|Human Medicine]]}}",,,,,,,,{{unbulleted list|Merit Award of the American Society of Clinical Oncology|Werner von Siemens Ring|German Cancer Award|[[Order of Merit of the Federal Republic of Germany]]|[[Mustafa Prize]] (2019)|Prix Jeantet-Collen for Translational Medicine (2022)|}},,{{Birth date and age|1965|9|19|df=y}},,"[[İskenderun]], [[Hatay Province]], Turkey",,,Şahin in 2019,,1,"Germany<ref>{{Cite news|date=26 April 2020|title=Über zwei Wissenschaftler, die nicht nur Hoffnung gegen das Virus machen|newspaper=Der Tagesspiegel Online|url=https://www.tagesspiegel.de/gesellschaft/wir-sind-impfstoff-ueber-zwei-wissenschaftler-die-nicht-nur-hoffnung-gegen-das-virus-machen/25771136.html|access-date=2021-09-17|publisher=[[Tagesspiegel]]|language=de|quote=Beide sind Kinder türkischer Einwanderer, deutsche Staatsbürger und weltweit angesehene Wissenschaftler. ''[Both are children of Turkish immigrants, German citizens, and internationally respected scientists]''|last1=Akyün|first1=Hatice}}</ref>",,,,,,,,,,,,,,,,,,,,,Ugur Sahin v1.jpg,,,,,,{{unbulleted list|[[BioNTech]]|[[RNA vaccine]]s|[[BNT162b2]] [[vaccine]]|Personalized cancer immunotherapy}},,,,,,,,Uğur Şahin,,,,,"Oncologist, immunologist",CEO BioNTech SE,,,,,,,,,,,,,,,,,,,,,[[File:Signature of Uğur Şahin.png|130px]],{{marriage|[[Özlem Türeci]]|2002}},,,2008–present,,,,,,,,,,{{URL|1=https://biontech.de/de/our-dna/fuehrungsteam|2=Profile at BioNTech}} }},,,,,1991–present,,,
,,,"Li speaking at a conference, standing at a podium with the AI for Good logo visible on the podium",,,,,,,{{Plainlist| <!-- only include awards notable enough to have dedicated pages--> * Elected to [[National Academy of Engineering]] (2020) * [[National Academy of Medicine]] (2020) * [[American Academy of Arts and Sciences]] (2021) * [[ACM Fellow]] (2018) * [[VinFuture Prize]] (2024) * [[Queen Elizabeth Prize for Engineering]] (2025)}},,{{birth date and age|1976|7|3}},,"[[Beijing]], [[China]]",,,"Li at [[ITU AI for Good|AI for Good]], 2017",,2,,,,,,{{Plainlist| * [[Pietro Perona]] * [[Christof Koch]]}},{{Plainlist| * [[Olga Russakovsky]] * [[Timnit Gebru]] * [[Andrej Karpathy]]<ref name=kphd>{{cite thesis|degree=PhD|title=Connecting Images and Natural Language|url= https://searchworks.stanford.edu/view/11849345|website=stanford.edu|year = 2016|first=Andrej|last=Karpathy|publisher=Stanford University}}</ref>}},"{{ubl |[[Princeton University]] ([[Bachelor of Arts|BA]]) |[[California Institute of Technology]] ([[Master of Science|MS]], [[Doctor of Philosophy|PhD]])}}",,,,,,,,,[[Electrical engineering]],,,,,Fei-Fei Li at AI for Good 2017.jpg,,,,,,{{Plainlist| * [[Computer vision]] * [[Machine learning]] * [[Artificial intelligence]] * [[AI in healthcare]] * [[Cognitive neuroscience]] * [[ImageNet]]}},,,,,,,,Fei-Fei Li,,{{small|{{nobold|李飞飞}}}},,,,,,,,,,,,,,,,,,,,,,,,,,[[Silvio Savarese]],,,,,,,Visual Recognition: Computational Models and Human Psychophysics,https://thesis.library.caltech.edu/2390/,2005,,,,{{Official URL}} }},,,{{plainlist| * [[Stanford University]] * [[Google]]}},,,,,
,,,,,,,,,,,,{{Birth date and age|df=yes|1947|12|06}},Geoffrey Everest Hinton,"[[Wimbledon, London|Wimbledon]], England",,,Hinton speaking at the Nobel Prize Lectures in Stockholm in 2024,,,,,,,,,,,,,,,,,[[H.&nbsp;E. Hinton]],,{{Plainlist| * [[Machine learning]] * [[Psychology]] * [[Artificial intelligence]] * [[Cognitive science]] * [[Computer science]]<ref name=googlescholar/>}},,,,{{post-nominals|country=CAN|CC|FRS|FRSC|size=100%}},"Geoffrey E. Hinton, 2024 Nobel Prize Laureate in Physics (cropped1).jpg",,,,,,,,,,,,,,Geoffrey Hinton,,,,,,,,,,,,,,,,{{hlist | [[Colin Clark (economist)|Colin Clark]] (uncle) | [[George Boole]] (great-great-grandfather) | [[Mary Everest Boole]] (great-great-grandmother) | [[George Everest]] (great-great-granduncle) | [[Joan Hinton]] (first cousin once removed) }},,,,,,,,,,,,{{ubl | Joanne<ref name=NewYorkerProfile/> | {{marriage|Rosalind Zalin||1994|end=d.}}<ref name=NewYorkerProfile/> | {{marriage|Jacqueline Ford|1997|2018|end=d.}}<ref name=NewYorkerProfile/>}},,,,,,,,,,,,,,"{{Plainlist| * [[University of Toronto]] * [[Google]] * [[Carnegie Mellon University]] * [[University College London]] * [[University of California, San Diego]] }}",,,,,,,
,,,,,,,,,,[[Prix Marie-Victorin|Marie-Victorin Prize]] (2017)<br>[[Turing Award]] (2018)<br/>[[AAAI Fellow]] (2019)<br />[[Legion of Honor]] (2022)<br />[[VinFuture Prize]] (2024) <br />[[Honorary Doctorate]] (2025),,{{birth date and age|1964|3|5}},,"[[Paris]], France",,,Bengio in 2025,,,Canada,,,,,Renato De Mori<ref name=mathgene/>,,"[[McGill University]] ([[Bachelor of Science|BS]], [[Master of Science|MS]], [[Doctor of Philosophy|PhD]])",,,,,,,,,[[Machine learning]]<br>[[Deep learning]]<br>[[Artificial intelligence]]<ref name=gs/>,,,,{{post-nominals|country=CAN|OC|OQ|FRS|FRSC|size=100}},ICLR 2025 - Yoshua Bengio 02.jpg,,,,,,{{Plainlist| * [[Deep learning]] * [[Neural machine translation]] * [[Generative adversarial networks]] * [[Attention (machine learning)|Attention models]] * [[Word embedding]]s * [[Denoising autoencoder]]s * [[Language model]]s * [[Learning to learn]] * [[Flow-based generative model|Generative flow networks]]}},,,,,,,,Yoshua Bengio,,,,[[Ian Goodfellow]]<ref name=mathgene/>,,,,,,,,,,,,[[Samy Bengio]] (brother),,,,,,,,,,,<!--(filename only)-->,,,,,,,,Artificial Neural Networks and their Application to Sequence Recognition,https://escholarship.mcgill.ca/concern/theses/qv33rx48q,1991,,,,{{URL|https://yoshuabengio.org/}} }},,,[[Université de Montréal]]<br>[[Mila (research institute)|MILA]]<br>[[Element AI]],,,,,
,,,,,,,,,,,,{{birth date and age|1960|07|08|df=y}},,"[[Soisy-sous-Montmorency]], France<!-- DO NOT LINK, see [[MOS:GEOLINK]] for further guidance -->",,,LeCun in 2024,,,,,,,,,,,,,,,,,,,Computer science,,,,,Laura Chaubard & Yann Le Cun - 2024 (53814052697) (cropped).jpg,,,,,,,,,,,,,,Yann LeCun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{Plainlist| * [[Bell Labs]] (1988–1996) * [[New York University]] * [[Meta Platforms|Meta]] }},,,,,
,,,,,,,,,,,,,,,,,Ng in 2017,,,,,,,,,,"[[Carnegie Mellon University]] ([[Bachelor of Science|BS]])<br>[[Massachusetts Institute of Technology]] ([[Master of Science|MS]])<br>[[University of California, Berkeley]] ([[Doctor of Philosophy|PhD]])",,,,,,,,"[[Computer science]], artificial intelligence, [[machine learning]], [[natural language processing]], [[computer vision]]",,,,,,Andrew Ng at TechCrunch Disrupt SF 2017.jpg,,,,,,,,,,,,,,Andrew Ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{ plainlist | *[[Stanford University]] *[[Google Brain]] *[[Coursera]] *[[Baidu]] }},,,,,
,,,Sir Tim Berners Lee arriving at the Guildhall to receive the Honorary Freedom of the City of London,,,,,,,{{ubil|[[Turing Award]] (2016)|[[Queen Elizabeth Prize]] (2013)|[[Foreign Associate of the National Academy of Sciences]] (2009)|[[Order of Merit]] (2007)|[[ACM Software System Award]] (1995)}},,{{birth date and age|1955|6|8|df=y}},Timothy John Berners-Lee,"London, England",,,Berners-Lee in 2024,,2 children<br>3 step-children,,,,,,,,"[[Queen's College, Oxford]] ([[Bachelor of Arts|BA]])",,,,,,,[[Conway Berners-Lee]],Computer science,,,,[[Knight Bachelor|Sir]],{{post-nominals|country=GBR|size=100%|OM|KBE|FRS|RDI|FRSA|DFBCS|FREng}},LS3 4919 (cropped).jpg,,,,,,Invention of the [[World Wide Web]],,,,,{{Infobox scientist|embed=yes,,[[Mary Lee Woods]],Tim Berners-Lee,,,,,,,,{{hlist|TimBL|TBL}},,,,,,,,,,,,,,,,,,,Tim Berners-Lee signature.svg }},{{plainlist| * {{marriage|Nancy Carlson|1990|2011|end=div}} * {{marriage|[[Rosemary Leith]]|2014}}}},,,,,,,,,,,,,{{URL|w3.org/People/Berners-Lee}},,,{{hlist|[[CERN]]|[[Massachusetts Institute of Technology]]|[[World Wide Web Consortium]]|[[University of Oxford]]|[[University of Southampton]]}}}},,,,,
,,,,,,,,,,,,{{birth date and age|1943|06|23}},Vinton Gray Cerf,"[[New Haven, Connecticut]], U.S.",,,Cerf in 2016,,,,,,,,"[[Gerald Estrin]]<ref name=""cerfphd"">{{cite thesis |degree=PhD |first=Vinton|last=Cerf |title=Multiprocessors, Semaphores, and a Graph Model of Computation |publisher=University of California, Los Angeles |date=1972 |url=https://www.proquest.com/docview/302671529|author-link=Vint Cerf|oclc=4433713032 |id={{ProQuest|302671529}} }}</ref>",,"[[Stanford University]] ([[Bachelor of Science|BS]])<br>[[University of California, Los Angeles]] ([[Master of Science|MS]], [[Doctor of Philosophy|PhD]])",,,,,,,,[[Telecommunications]],,,,,{{postnominals|country=GBR|size=100%|ForMemRS}},Dr Vint Cerf ForMemRS (cropped).jpg,,,,,,[[TCP/IP]]<br>[[Internet Society]],,,,,,,,Vinton Cerf,,,,,,,,,,,,,,"{{Plainlist| * [[ACM Fellow]] <small>(1994)</small> * [[IEEE Alexander Graham Bell Medal]] <small>(1997)</small> * [[IEEE Medal of Honor]] <small>(2023)</small> * [[National Medal of Technology]] <small>(1997)</small> * [[Marconi Prize]] {{small|(1998)}} * [[Prince of Asturias Award]] <small>(2002)</small> * [[Turing Award]] <small>(2004)</small> * [[Presidential Medal of Freedom]] <small>(2005)</small> * [[Japan Prize]] <small>(2008)</small> * [[Harold Pender Award]] <small>(2010)</small> * [[Queen Elizabeth Prize for Engineering]] <small>(2013)</small> * [[Fellow of the Royal Society|ForMemRS]] <small>(2016)</small><ref name=frs>{{cite web|archive-url=https://web.archive.org/web/20160429121111/https://royalsociety.org/people/vint-cerf-12851/|archive-date=April 29, 2016|url=https://royalsociety.org/people/vint-cerf-12851/|publisher=[[Royal Society]]|location=London|title=Dr Vint Cerf ForMemRS|author=Anon|year=2016}} One or more of the preceding sentences incorporates text from the royalsociety.org website where: {{blockquote|“All text published under the heading 'Biography' on Fellow profile pages is available under [[Creative Commons license|Creative Commons Attribution 4.0 International License]].” --{{cite web |url=https://royalsociety.org/about-us/terms-conditions-policies/ |title=Royal Society Terms, conditions and policies |access-date=2016-03-09 |url-status=live |archive-url=https://web.archive.org/web/20150925220834/https://royalsociety.org/about-us/terms-conditions-policies/ |archive-date=September 25, 2015}}}}</ref>}}",,,,,,,,,,,,,Signature of Vint Cerf.png,,,,,,,,"Multiprocessors, Semaphores, and a Graph Model of Computation",https://www.proquest.com/docview/302671529/,1972,,,,{{URL|https://research.google/people/author32412/}} }},,,"[[IBM]],<ref name=""vita"">[http://www.icann.org/correspondence/cerf-testimony-08feb01.htm#Vita Cerf's ''curriculum vitae'' as of February 2001], attached to a transcript of his testimony that month before the [[United States House Energy Subcommittee on Telecommunications and the Internet]], from [[ICANN]]'s website</ref> [[International Institute of Information Technology, Hyderabad]],<ref name = ""vita""/><ref>{{cite web|url=https://www.iiit.ac.in/about/governing-council/|title=Governing Council - IIIT Hyderabad|website=www.iiit.ac.in|date=August 20, 2022 }}</ref> [[University of California, Los Angeles|UCLA]],<ref name=""vita""/> [[Stanford University]],<ref name=""vita""/> [[DARPA]],<ref name=""vita""/> [[MCI Inc.|MCI]],<ref name=""vita""/><ref name=""washpost"">[https://www.washingtonpost.com/wp-srv/politics/campaigns/wh2000/stories/gore032199.htm Gore Deserves Internet Credit, Some Say], a March 1999 ''[[Washington Post]]'' article</ref> [[Corporation for National Research Initiatives|CNRI]],<ref name=""vita""/> [[Google]]<ref name=""google"">[http://www.google.com/press/pressrel/vintcerf.html Cerf's up at Google], from the [[Google]] Press Center</ref>",,,,,
