1blankname,1namedata,academic_advisors,agent,alias,allegiance,alma mater,alma_mater,alongside,alongside1,alt,appointer1,appointer2,associated_acts,attributes,author_abbrev_bot,author_abbrev_zoo,awards,background,baptised,beatified_by,beatified_date,beatified_place,birth_date,birth_name,birth_place,birthname,branch,burial,burial_date,burial_place,canonized_by,canonized_date,canonized_place,caption,child,children,church,citizenship,consort,constituency12,constituency13,constituency14,constituency15,cor-type,cor-type1,coregency,coronation,coronation1,current_member_of,death_cause,death_date,death_place,denomination,deputy,disappeared_date,disappeared_place,disappeared_status,discipline,discography,doctoral_advisor,doctoral_students,dynasty,education,embed,embed_title,employer,era,family,father,feast_day,field,fields,flourished,footnotes,full name,genre,genres,governor4,honorific-prefix,honorific-suffix,honorific_prefix,honorific_suffix,honours,horus,house,image,image_alt,image_size,image_upright,imagesize,influenced,influences,institute,instrument,issue,issue-link,issue-pipe,issues,known_for,label,landscape,language,last,list_of_works,main_interests,major_shrine,mi,module,module2,monarch,monarch1,monuments,moretext,mother,movement,name,nationality,native_name,native_name_lang,nickname,nocat_wdimage,nomen,notable_family,notable_ideas,notable_students,notable_works,notableworks,occupation,occupations,office,office1,office10,office11,office12,office15,office2,office3,office4,office5,office6,office7,office8,ordained,order,order1,order2,order3,order4,order8,organisation,organizations,origin,other_names,p,parents,partner,party,past_member_of,patronage,patrons,period,posthumous_name,predecessor,predecessor1,predecessor10,predecessor11,predecessor12,predecessor13,predecessor14,predecessor2,predecessor3,predecessor4,predecessor5,predecessor6,predecessor7,predecessor8,predecessor9,president,president1,president3,primeminister1,primeminister2,primeminister3,primeminister4,primeminister5,primeminister6,primeminister7,primeminister8,primeminister9,prizes,pseudonym,rank,region,regnal name,reign,reign-type1,reign1,relations,relatives,religion,residence,resting place,resting_place,resting_place_coordinates,restingplace,role,s,school_tradition,serviceyears,signature,signature_alt,signature_size,significant_advance,significant_design,significant_projects,spouse,spouses,style,subject,subjects,suboffice3,subterm3,succession,succession1,successor,successor1,successor10,successor11,successor12,successor13,successor14,successor2,successor3,successor4,successor5,successor6,successor7,successor8,successor9,t,term10,term11,term12,term13,term14,term15,term_end,term_end1,term_end11,term_end12,term_end2,term_end3,term_end4,term_end5,term_end6,term_end7,term_end8,term_end9,term_label3,term_label4,term_start,term_start1,term_start11,term_start12,term_start2,term_start3,term_start4,term_start5,term_start6,term_start7,term_start8,term_start9,thesis_title,thesis_url,thesis_year,title,titles,training,venerated_in,vicepresident,vicepresident1,w,website,work_institutions,workplaces,works,years_active,yearsactive
,,,,,,,,,,,,,,,,,,,26 April 1564,,,,{{circa|{{birth date|df=yes|1564|04|23}}}},,"[[Stratford-upon-Avon]], Warwickshire, England",,,,,,,,,"{{nowraplinks|The [[Chandos portrait]], likely depicting Shakespeare, {{circa|1611}}}}",,{{unbulleted list|[[Susanna Hall]]|[[Hamnet Shakespeare]]|[[Judith Quiney]]}},,,,,,,,,,,,,,,{{death date and age|df=yes|1616|04|23|1564|04}},"Stratford-upon-Avon, Warwickshire, England",,,,,,,,,,,,,,,{{hlist|[[Elizabethan era|Elizabethan]]|[[Jacobean era|Jacobean]]}},,,,,,,,,,{{hlist|[[Shakespeare's plays|Play]] ([[Shakespearean comedy|comedy]]|[[Shakespearean history|history]]|[[Shakespearean tragedy|tragedy]])}}{{hlist|Poetry ([[Shakespeare's sonnets|sonnet]]|[[narrative poetry|narrative poem]]|[[epitaph]])}},,,,,,,,,"William Shakespeare by John Taylor, edited.jpg<!--Please see the talk page before making any changes to the portrait-->",,,,,,,,,,,,,,,,[[Early Modern English]],,,,,,{{Infobox writer |embed=yes,,,,,,,[[English Renaissance]],William Shakespeare,,,,,,,,,,,,{{hlist|Playwright|poet|actor}},,,,,,,,,,,,,,,,,,,,,,{{hlist|[[Lord Chamberlain's Men]]|[[King's Men (playing company)|King's Men]]}},,,,,{{unbulleted list|[[John Shakespeare]]|[[Mary Shakespeare|Mary Arden]]}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[[Church of the Holy Trinity, Stratford-upon-Avon]]",,,,,,,,,,,,,{{marriage|[[Anne Hathaway (wife of Shakespeare)|Anne Hathaway]]|1582}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Shakespeare bibliography]],,{{circa|1585–1613}}
,,,,,,,,,,,,,,,,,,,,,,,21 March 1685 [[Old Style and New Style dates|(O.S.)]]<br />{{birth-date|31 March 1685}} [[Old Style and New Style dates|(N.S.)]],,[[Eisenach]],,,,,,,,,"1748 portrait of Bach holding a copy<br /> of the [[Canon (music)|canon]] BWV 1076{{sfn|Wolff|Emery|2001|loc=""10. Iconography""}}",,,,,,,,,,,,,,,,,"{{death date and age|1750|7|28|1685|3|31|df=y}} <!-- 31 March, new style date -->",[[Leipzig]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johann Sebastian Bach.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johann Sebastian Bach,,,,,,,[[Bach family]],,,,,,{{hlist|[[Thomaskantor]]|composer|violinist|keyboard player|organ expert|school director|conductor}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johann Sebastian Bach signature.svg,,180px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[List of compositions by Johann Sebastian Bach|List of compositions]],,
,,,,,,,,,,portrait,,,,,,,,,17 December 1770,,,,,,"[[Bonn]]<!--ATTENTION EDITORS, do NOT add anything here without finding consensus on the talk page. It is intentionally concise.-->",,,,,,,,,''[[Beethoven with the Manuscript of the Missa Solemnis]]'' (1820),,,,,,,,,,,,,,,,,{{death date and age|1827|3|26|1770|12|17|df=y}},"[[Vienna]]<!--ATTENTION EDITORS, do NOT add anything here without finding consensus on the talk page. It is intentionally concise.-->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Karl Stieler's Beethoven mit dem Manuskript der Missa solemnis.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ludwig van Beethoven,,,,,,,,,,,,{{hlist|Composer|pianist}},,,,,,,,,,,,,,,,,,,,,,,,,,,{{ubl|[[Johann van Beethoven]]|[[Maria Magdalena Keverich]]}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beethoven Signature.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[List of compositions by Ludwig van Beethoven|List of compositions]],,
,,,,,,,,,,,,,,,,,,,,,,,{{birth date|1756|1|27|df=y}},<!--Joannes Chrysostomus Wolfgangus Theophilus Mozart ([[Mozart's name|other names]]) -->,"[[Mozart's birthplace|Getreidegasse 9]], [[Salzburg]]",,,,,,,,,"Detail from ''[[Portrait of the Mozart Family]]'', {{circa|1781}}",,,,,,,,,,,,,,,,<!--[[Death of Wolfgang Amadeus Mozart|Disputed]]-->,{{death date and age|1791|12|5|1756|1|27|df=y}},[[Vienna]],,,,,,,,,,,,,,,,[[Mozart family]],,,,,,,,,,,,,,,,,,Mozart Portrait Croce.jpg,,,,,,,,,,,,,,,,,,[[List of compositions by Wolfgang Amadeus Mozart|List of compositions]],,,,,,,,,,,,Wolfgang Amadeus Mozart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{ubl|[[Leopold Mozart]]|[[Anna Maria Mozart]]}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wolfgang Amadeus Mozart Signature.svg,,,,,,[[Constanze Mozart|Constanze Weber]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,{{birth date|1797|1|31|df=y}},,[[Vienna]],,,,,,,,,"1875 portrait, after an 1825 original",,,,,,,,,,,,,,,,,{{death date and age|1828|11|19|1797|1|31|df=y}},Vienna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Franz Schubert by Wilhelm August Rieder 1875.jpg,,,,,,,,,,,,,,,,,,[[List of compositions by Franz Schubert]],,,,,,,,,,,,Franz Schubert,,,,,,,,,,,,Composer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Franz Schubert Signature.svg,Signature of Franz Schubert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Cabinet card portrait of Tchaikovsky,,,,,,,,,,,,,{{birth date|1840|05|07|df=y}},,"[[Votkinsk]], Russia",,,,,,,,,"Tchaikovsky, {{Circa|1888}}",,,,,,,,,,,,,,,,,{{death date and age|1893|11|06|1840|05|07|df=y}},"Saint Petersburg, Russia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tchaikovsky by Reutlinger (cropped).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyotr Ilyich Tchaikovsky,,{{nobold|Пётр Ильич Чайковский}},ru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""center"">[[file:Tchaikovsky's signature (transparent).png|242px]]<br><small>(in [[Latin script]])</small><br>[[file:Tchaikovsky Signature.svg|242px]]<br><small>(in [[Cyrillic script]])</small></div>",Tchaikovsky's signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[List of compositions by Pyotr Ilyich Tchaikovsky|List of compositions]],,
,,,,,,,,,,"Black and white photo of Stravinsky resting his arms atop a piano, a score resting under his hands",,,,,,,,,,,,,{{birth date|1882|6|17|df=y}},,"[[Lomonosov, Russia|Oranienbaum]], Russia",,,,,,,,,Stravinsky in the early 1920s,,"4, including [[Théodore Strawinsky|Théodore]] and [[Soulima Stravinsky|Soulima]]",,,,,,,,,,,,,,,{{death date and age|1971|4|6|1882|6|17|df=y}},"New York City, US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Igor Stravinsky LOC 32392u.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Igor Stravinsky,,Игорь Стравинский,ru,,,,,,,,,{{hlist|Composer|conductor|pianist}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Igor Stravinsky 1946 (v).svg,Igor Stravinsky,,,,,,{{ubl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[List of compositions by Igor Stravinsky|List of compositions]],,
,,,,,,,,,,,,,,,,,,,,,,,{{birth date|1833|05|07|df=y}},,,,,,,,,,,Brahms in 1889,,,,,,,,,,,,,,,,,{{death date and age|1897|04|03|1833|05|07|df=y}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JohannesBrahms.jpg,,,,,,,,,,,,,,,,,,,,,,{{Listen voice,,,,,,,,Johannes Brahms,,,,,,,,,,,,{{hlist|Composer|conductor|pianist}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brahms Signature.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[List of compositions by Johannes Brahms|List of compositions]],,
,,,,,,,,,,,,,,,,,,,,,,,{{birth date|1813|05|22|df=y}},,[[Leipzig]],,,,,,,,,Wagner in 1871,,,,,,,,,,,,,,,,,{{death date and age|1883|02|13|1813|05|22|df=y}},[[Venice]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RichardWagner.jpg|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Wagner Signature.svg,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{ubl|[[List of works for the stage by Richard Wagner|List of stage works]]|[[List of compositions by Richard Wagner|List of music compositions]]||[[List of prose works by Richard Wagner|List of prose works]]}},,
,,,,,,,,,,,,,,,,,,,,,,,{{birth date|1809|02|03|df=y}},,[[Hamburg]],,,,,,,,,Portrait from 1846,,,,,,,,,,,,,,,,,{{death date and age|1847|11|04|1809|02|03|df=y}},[[Leipzig]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felix Mendelssohn Bartholdy by Eduard Magnus (1833).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felix Mendelssohn,,,,,,,,,,,,{{hlist|Composer|pianist|organist|conductor}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felix Mendelssohn Signature.png,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[List of compositions by Felix Mendelssohn|List of compositions]],,
,,,,,,,,,,A black-and-white photograph of Sergei Rachmaninoff in 1921,,,,,,,,,,,,,{{OldStyleDate|1 April|1873|20 March}},,"Semyonovo, [[Staraya Russa]], Russian Empire",,,,,,,,,Rachmaninoff in 1921,,,,,,,,,,,,,,,,,{{death date and age|1943|3|28|1873|4|1|df=y}},"[[Beverly Hills, California]], U.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Rachmaninoff cph.3a40575.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Rachmaninoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rachmaninoff signature 1899 (transparent).png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[List of compositions by Sergei Rachmaninoff|List of compositions]],,
,,,,,,,,,,,,,,,,,,,,,,,{{birth date|1678|03|04|df=y}},,[[Venice]],,,,,,,,,"Probable portrait of Vivaldi, {{circa|1723}}{{refn|According to {{harvnb|Talbot|2011|p=148}}: ""An anonymous portrait in oils in the [[International Museum and Library of Music of Bologna|Museo Internazionale e Biblioteca della Musica di Bologna]] is generally believed to be of Vivaldi and may be linked to the [[:File:Vivaldi La Cave.jpg|Morellon La Cave engraving]], which appears to be a modified mirror reflection of it.""|group=n}}",,,,,,,,,,,,,,,,,{{death date and age|1741|07|28|1678|03|04|df=y}},[[Vienna]],,,,,,,,,,,,,,,[[Baroque music|Baroque]],,,,,,,,,,,,,,,,,,,Vivaldi.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Vivaldi,,,,,,,,,,,,{{hlist|Composer|violinist|impresario|priest}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Vivaldi signature.svg,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,{{Birth date|1825|10|25|df=y}},,"Vienna, Austrian Empire",,,,,,,,,Strauss in 1876,,,,,,,,,,,,,,,,,{{Death date and age|1899|06|03|1825|10|25|df=y}},"Vienna, Austria-Hungary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johann Strauss II by Fritz Luckhardt 3-4 crop.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johann Strauss II,,,,,,,,,,,,Composer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Vienna Central Cemetery]],,,,,,,,,,,,,{{plainlist|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"Black-and-white photograph of a young, moustachioed man.",,,,,,,,,,,,,{{Birth date|1858|12|22|df=y}},Giacomo Antonio Domenico Michele Secondo Maria Puccini,"[[Lucca]], [[Grand Duchy of Tuscany]]",,,,,,,,,Puccini; uncertain date.,,,,,,,,,,,,,,,,,{{death date and age|1924|11|29|1858|12|22|df=y}},"[[Brussels]], Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GiacomoPuccini.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giacomo Puccini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giacomo Puccini signature.svg,Giacomo Puccini's signature,,,,,{{marriage|Elvira Gemignani|1904}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[List of compositions by Giacomo Puccini|List of compositions]],,
,,,,,,,,,,,,,,,,,,,,,,,{{Birth date|1900|11|14}},,"New York City, U.S.",,,,,,,,,,,,,,,,,,,,,,,,,,{{Death date and age|1990|12|2|1900|11|14}},"[[North Tarrytown, New York]], U.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aaron Copland 1970.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aaron Copland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copland autograph.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{hlist|''[[Appalachian Spring]]''|''[[Billy the Kid (ballet)|Billy the Kid]]''|''[[Fanfare for the Common Man]]''|[[List of compositions by Aaron Copland|more]]}},,
,,,,,,,,,,,,,,,,,,,,,,,{{birth date|1899|4|29}},Edward Kennedy Ellington,"[[Washington, D.C.]], U.S.",,,,,,,,,"Publicity portrait, {{circa|1940s}}",,,,,,,,,,,,,,,,,{{death date and age|1974|5|24|1899|4|29}},"[[New York City]], U.S.",,,,,,,[[Duke Ellington discography]],,,,,,,,,,,,,,,,,{{Flatlist|,,,,,,,,,,Duke Ellington - publicity.JPG,,,,,,,,[[Piano]],,,,,,,,,,,,,,{{Infobox person|child=yes,,,,,,,,Duke Ellington,,,,,,,,,,,,{{hlist|Pianist|composer|songwriter|bandleader|arranger|conductor|actor}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duke Ellington Signature.png}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{URL|dukeellington.com}},,,,1914–1974,
,,,,,,,,,,Headshot of Ella Fitzgerald. She was a black woman with dark curly hair. She is a wearing a black dress while standing in front of a golden curtain smiling,,,,,,,,,,,,,{{Birth date|1917|4|25}},Ella Jane Fitzgerald,"[[Newport News, Virginia]], U.S.",,,,,[[Inglewood Park Cemetery]],,,,Fitzgerald in 1940,,[[Ray Brown Jr.]],,,,,,,,,,,,,,,{{Death date and age|1996|6|15|1917|4|25}},"[[Beverly Hills, California]], U.S.",,,,,,,{{hlist|[[Ella Fitzgerald albums discography|Albums]]|[[Ella Fitzgerald singles discography|singles]]}},,,,,,,,,,,,,,,,,{{hlist,,,,,,,,,,Ella Fitzgerald 6 (cropped).jpg,,,,,,,,{{hlist|Vocals|piano}},,,,,,{{hlist,,,,,,,,{{Infobox musical artist|embed=yes,,,,,,,,Ella Fitzgerald,,,,,,,,,,,,{{hlist|Singer|songwriter|composer|bandleader}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Christopher Williams (singer)|Christopher Williams]] (nephew),,,,,,,,,,,Signature Ella Fitzgerald.svg,,,,,,{{ubl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{Official URL}},,,,1934–1993,
,,,,,,,,,,,,,,,,,,solo_singer,,,,,{{birth date|1901|8|4}},"Louis Daniel Armstrong<ref name=""anderson"">{{cite book|title=Louis Armstrong|year=2015|first=Gene H.|last=Anderson|publisher=Oxford University Press|isbn=978-0190268756|url=https://books.google.com/books?id=Cn70BgAAQBAJ&q=louis+daniel+armstrong+baptismal+record&pg=PT6}}</ref>","[[New Orleans]], Louisiana, U.S.",,,,,[[Flushing Cemetery]],,,,Armstrong in 1947,,2,,,,,,,,,,,,,,,{{death date and age|1971|7|6|1901|8|4}},"New York City, U.S.",,,,,,,[[Louis Armstrong discography]],,,,"Colored Waifs' Home for Boys, Fisk School for Boys",,,,,,,,,,,,,{{hlist|[[Dixieland]]|[[jazz]]|[[Swing music|swing]]|[[traditional pop]]}},,,,,,,,,,Louis Armstrong in Color (restored).jpg,,,,,,,,"{{hlist|Vocals|trumpet}}<!--- If you think an instrument should be listed, a discussion to reach consensus is needed first per: https://en.wikipedia.org/wiki/Template:Infobox_musical_artist#instrument--->",,,,,,,yes,,,,,,,{{Infobox musical artist|embed=yes,,,,,,,,Louis Armstrong,,,,,,,,,,,,{{hlist|Musician|singer}},,,,,,,,,,,,,,,,,,,,,,,,,{{hlist|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File:Louis Armstrong signature.svg,,,,,,{{Plainlist|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1918–1971,
,,,,Lady Day,,,,,,,,,,,,,,,,,,,{{Birth date|1915|4|7}},Eleanora Fagan,"[[Philadelphia]], [[Pennsylvania]], U.S.",,,,,,,,,"Holiday with her dog, Mister {{circa|1947}}",,,,,,,,,,,,,,,,,{{Death date and age|1959|7|17|1915|4|7}},"[[New York City]], U.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portrait of Billie Holiday and Mister, Downbeat, New York, N.Y., ca. Feb. 1947 (LOC, 5020400274, cropped).jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Billie Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Clarence Holiday|Clarence Halliday]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Saint Raymond's Cemetery (Bronx)|Saint Raymond's Cemetery]],,,,,,,,,,,,,,{{plainlist|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Bird, Yardbird",,,,,,,,,,,,,,,,,,,{{birth date|1920|8|29}},Charles Parker Jr.,"[[Kansas City, Kansas]], U.S.",,,,,,,,,"Parker at the Three Deuces jazz club, New York, 1947",,,,,,,,,,,,,,,,,{{death date and age|1955|3|12|1920|8|29}},"[[New York City]], U.S.",,,,,,,,,,,,,,,,,,,,,,,,{{flatlist|,,,,,,,,,,Portrait of Charlie Parker in 1947.jpg,,,,,,,,[[Alto saxophone|Alto]] and [[tenor saxophone]],,,,,,{{flatlist|,,,,,,,,,,,,,,,,Charlie Parker,,,,,,,,,,,,{{flatlist|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1937–1955,
,,,,Trane,,,,,,,,,,,,,,,,,,,{{birth date|mf=yes|1926|9|23}},John William Coltrane,"[[Hamlet, North Carolina]], U.S.",,,,,,,,,Coltrane in 1963,,,,,,,,,,,,,,,,,{{death date and age|1967|7|17|1926|9|23}},"[[Huntington, New York]], U.S.",,,,,,,,,,,,,,,,,,,,,,,,{{flatlist|,,,,,,,,,,John Coltrane 1963 cropped ver2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Coltrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,{{Birth date|1906|09|25|df=y}},,"[[Saint Petersburg]], Russia",,,,,,,,,Shostakovich in 1942,,{{hlist|[[Galina Shostakovich|Galina]]|[[Maxim Shostakovich|Maxim]]}},,,,,,,,,,,,,,,{{Death date and age|1975|08|09|1906|12|25|df=y}},"[[Moscow]], Soviet Union",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Композитор Дмитрий Дмитриевич Шостакович.jpg,,,,,,,,,,,,,,,,,,,,,,{{Listen|pos=center|embed=yes|filename=ShostakovichRadio1941.ogg|title=Dmitri Shostakovich's voice|type=speech|description=Recorded in 1941}},,,,,,,,Dmitri Shostakovich,,{{nobold|Дмитрий Шостакович}},ru,,,,,,,,,{{hlist|Composer|pianist|teacher}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shostakovich_signature.svg,,,,,,{{plainlist|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[List of compositions by Dmitri Shostakovich|List of compositions]],,
,,,,,,,,,,,,,,,,,,,,,,,{{birth date|1918|8|25}},Louis Bernstein,"[[Lawrence, Massachusetts]], U.S.",,,,,[[Green-Wood Cemetery]],,,,Bernstein in 1977,,,,,,,,,,,,,,,,,{{death date and age|1990|10|14|1918|8|25}},"New York City, U.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File:Leonard Bernstein by Jack Mitchell (high quality).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leonard Bernstein,,,,,,,,,,,,{{flatlist|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
