,Unnamed: 0,name,birth_date,birth_place,death_date,death_place,occupation,awards,alma_mater,education,spouse,children,occupation_cluster,birth_year,death_year,life_span,life_span_cluster,edu_award_cluster,bio_cluster
1235,1235,Rita Levi-Montalcini,{{birth date|1909|4|22|df=y}},"[[Turin]], [[Kingdom of Italy]]",{{death date and age|2012|12|30|1909|4|22|df=y}},"[[Rome]], Italy",Composer,{{Plainlist| * [[EMBO Membership]] (1974)<ref name=membo>{{cite web|url=http://people.embo.org/profile/rita-levi-montalcini|author=Anon|year=2012|title=Rita Levi-Montalcini EMBO profile|website=people.embo.org|publisher=[[European Molecular Biology Organization]]|location=Heidelberg}}</ref> * [[Louisa Gross Horwitz Prize]] (1983) * [[Albert Lasker Award for Basic Medical Research|Lasker Award]] (1986) * [[Nobel Prize in Physiology or Medicine|Nobel Prize]] (1986) * [[National Medal of Science]] (1987) * [[Fellow of the Royal Society|ForMemRS]] (1995)<ref name=formemrs/> * [[Honorary degree]] in [[Biotechnology]] at [[Bocconi University]] (2008) * ''Others (see [[#Awards and honours|below]])''}},[[University of Turin]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1909.0,2012.0,103.0,2.0,3,1
1236,1236,Dorothy Hodgkin,{{Birth date|1910|05|12|df=y}},"[[Cairo]], [[Khedivate of Egypt|Egypt]]",{{death date and age|1994|07|29|1910|05|12|df=y}},"[[Ilmington]], [[Warwickshire]], England",Composer,}},[[King's College London]],"{{Plainlist| * {{nowrap|[[Somerville College, Oxford]] ([[Bachelor's degree|BA]])}} * {{nowrap|[[University of Cambridge]] ([[Doctorate|PhD]])}}<!-- neither Somerville College nor Newnham College actually award degrees-->}}",{{marriage|[[Thomas Lionel Hodgkin]]|1937|25 March 1982|end=d}},3,0,1910.0,1994.0,84.0,2.0,3,1
1237,1237,Françoise Barré-Sinoussi,{{birth date and age|df=y|1947|7|30}},"Paris, France",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,2008 [[Nobel Prize in Physiology or Medicine]],[[University of Paris]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1947.0,1860.5845620121422,60.200710479573715,2.378330373001776,3,1
1238,1238,Emmanuelle Charpentier,{{birth date and age|1968|12|11|df=y}},"[[Juvisy-sur-Orge]], France",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,{{Plainlist| *[[Louis-Jeantet Prize for Medicine]] (2015) *[[Breakthrough Prize in Life Sciences]] (2015) *[[Princess of Asturias Awards|Princess of Asturias Award]] (2015) *[[Tang Prize]] in Biopharmaceutical Science (2016) *[[Canada Gairdner International Award]] (2016) *[[Leibniz Prize]] (2016) *[[Pour le Mérite]] (2017) *[[Japan Prize]] (2017) *[[The Novozymes Prize]] (2017) *[[Kavli Prize]] in Nanoscience (2018) *[[Wolf Prize]] in Medicine (2020) *[[Nobel Prize in Chemistry]] (2020) *[[National Inventors Hall of Fame]] (2023)}},[[King's College London]],"[[Pierre and Marie Curie University]] ([[Bachelor of Science|BSc]], [[Master of Science|MSc]], [[Doctor of Philosophy|PhD]])",{{plainlist|,2,0,1968.0,1860.5845620121422,60.200710479573715,2.378330373001776,3,1
1239,1239,Jennifer Doudna,{{birth date and age|1964|2|19}},"[[Washington, D.C.]], U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"{{Plainlist| *[[Pomona College]] ([[Bachelor of Arts|BA]]) *[[Harvard University]] ([[Master of Arts|MA]], PhD) }}",{{marriage|Tom Griffin|1988||end=divorced}}<br>{{marriage|Jamie Cate|2000}},2,0,1964.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1240,1240,May-Britt Moser,{{birth year and age|1963}},"[[Fosnavåg]], Norway",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[University of Oslo]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",[[Edvard Moser]] (1985–2016),2,0,1963.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,0
1241,1241,Elizabeth Blackburn,{{birth date and age|df=yes|1948|11|26}},"[[Hobart]], [[Tasmania]], Australia",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],{{Plainlist| * [[University of Melbourne]] (BSc) * [[University of Cambridge]] (PhD)}},{{plainlist|,2,0,1948.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1242,1242,Ada E. Yonath,{{birth date and age|1939|6|22|df=yes}},"[[Jerusalem]],<br/>[[Mandatory Palestine]]",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],{{ubl|[[Hebrew University of Jerusalem]]|[[Weizmann Institute of Science]]}},{{plainlist|,2,0,1939.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1243,1243,Shinya Yamanaka,{{Birth date and age|1962|09|04|mf=y}},"[[Higashiōsaka, Osaka]], Japan",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,"[[Meyenburg Prize]] (2007)<br />[[Massry Prize]] (2008)<br />[[Robert Koch Prize]] (2008)<br />[[Shaw Prize]] (2008)<br />[[Gairdner Foundation International Award]] (2009)<br />[[Albert Lasker Award for Basic Medical Research|Albert Lasker Basic Medical Research Award]] (2009) <br /> [[Balzan Prize]] (2010) <br /> [[Kyoto Prize]] (2010) <br /> [[BBVA Foundation Frontiers of Knowledge Award]] (2010)<br />[[Wolf Prize]] (2011)<br />[http://www.isscr.org/McEwen_Award_for_Innovation/5323.htm McEwen Award for Innovation] (2011)<br />Fellow of the [[National Academy of Sciences]]<ref name=""nas"">{{Cite journal | last1 = Nair | first1 = P. | doi = 10.1073/pnas.1121498109 | title = Profile of Shinya Yamanaka| journal = [[Proceedings of the National Academy of Sciences]] | year = 2012 | pmid = 22619323 | pmc =3386100 | bibcode = 2012PNAS..109.9223N | volume=109 | issue=24 | pages=9223–9225| doi-access = free }}</ref> (2012)<br />[[Millennium Technology Prize]] (2012)<br />[[Nobel Prize in Physiology or Medicine]] (2012)",[[Kobe University]] ([[Doctor of Medicine|MD]])<br />[[Osaka City University]] ([[PhD]]),"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1962.0,1860.5845620121422,60.200710479573715,2.378330373001776,3,1
1244,1244,John Venter,{{birth date and age|1946|10|14|mf=y}},"[[Salt Lake City]], Utah, U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",[[Biologist]],[[Gairdner Foundation International Award|Gairdner Award]] (2002)<br />[[Nierenberg Prize]] (2007)<br />[[Kistler Prize]] (2008)<br />[[ENI award]] (2008)<br />[[National Medal of Science|Medal of Science]] (2008)<br />[[Dickson Prize]] (2011)<br />[[Leeuwenhoek Medal]]<br />[[Edogawa NICHE Prize]] (2020),"[[University of California, San Diego]]","[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,3,1946.0,1860.5845620121422,60.200710479573715,2.378330373001776,3,2
1245,1245,Katalin Karikó,{{birth date and age|1955|1|17|df=y}},"[[Szolnok]], [[Hungarian People's Republic|Hungary]]",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,[[Nobel Prize in Physiology or Medicine]] (2023) and [[List of awards and honors received by Katalin Karikó|several others]],[[King's College London]],"[[University of Szeged]] ([[BSc]], [[PhD]])",Béla Francia,[[Susan Francia]],0,1955.0,1860.5845620121422,60.200710479573715,2.378330373001776,3,1
1246,1246,Sarah Gilbert,{{Birth year and age|1962|04}},"[[Kettering |Kettering, Northamptonshire]], England",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,[[Albert Medal (Royal Society of Arts)|Albert Medal]] (2021)<br />[[Princess of Asturias Awards|Princess of Asturias Award]] (2021)<br />[[King Faisal Prize]] (2023),[[University of East Anglia]] (BSc)<br/> [[University of Hull ]] (PhD),"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,3,0,1962.0,1860.5845620121422,60.200710479573715,2.378330373001776,3,1
1247,1247,Özlem Türeci,{{Birth date and age|df=yes|1967|3|6}},"[[Siegen]], [[West Germany]]",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France","Physician, scientist, entrepreneur",{{unbulleted list|Princess of Asturias Awards|Georges Köhler Prize|Werner von Siemens Ring|Paul Ehrlich and Ludwig Darmstaedter Prize|Prix Jeantet-Collen for Translational Medicine (2022)|}},{{unbulleted list||[[Saarland University]]}},"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|[[Uğur Şahin]]|2002}},1,3,1967.0,1860.5845620121422,60.200710479573715,2.378330373001776,3,2
1248,1248,Uğur Şahin,{{Birth date and age|1965|9|19|df=y}},"[[İskenderun]], [[Hatay Province]], Turkey",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France","Oncologist, immunologist",{{unbulleted list|Merit Award of the American Society of Clinical Oncology|Werner von Siemens Ring|German Cancer Award|[[Order of Merit of the Federal Republic of Germany]]|[[Mustafa Prize]] (2019)|Prix Jeantet-Collen for Translational Medicine (2022)|}},"{{unbulleted list|[[University of Cologne]], [[PhD]] in [[Medicine|Human Medicine]]}}","[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|[[Özlem Türeci]]|2002}},1,3,1965.0,1860.5845620121422,60.200710479573715,2.378330373001776,3,2
1249,1249,Fei-Fei Li,{{birth date and age|1976|7|3}},"[[Beijing]], [[China]]",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,{{Plainlist| <!-- only include awards notable enough to have dedicated pages--> * Elected to [[National Academy of Engineering]] (2020) * [[National Academy of Medicine]] (2020) * [[American Academy of Arts and Sciences]] (2021) * [[ACM Fellow]] (2018) * [[VinFuture Prize]] (2024) * [[Queen Elizabeth Prize for Engineering]] (2025)}},[[King's College London]],"{{ubl |[[Princeton University]] ([[Bachelor of Arts|BA]]) |[[California Institute of Technology]] ([[Master of Science|MS]], [[Doctor of Philosophy|PhD]])}}",[[Silvio Savarese]],2,0,1976.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1250,1250,Geoffrey Hinton,{{Birth date and age|df=yes|1947|12|06}},"[[Wimbledon, London|Wimbledon]], England",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{ubl | Joanne<ref name=NewYorkerProfile/> | {{marriage|Rosalind Zalin||1994|end=d.}}<ref name=NewYorkerProfile/> | {{marriage|Jacqueline Ford|1997|2018|end=d.}}<ref name=NewYorkerProfile/>}},2,0,1947.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,0
1251,1251,Yoshua Bengio,{{birth date and age|1964|3|5}},"[[Paris]], France",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,[[Prix Marie-Victorin|Marie-Victorin Prize]] (2017)<br>[[Turing Award]] (2018)<br/>[[AAAI Fellow]] (2019)<br />[[Legion of Honor]] (2022)<br />[[VinFuture Prize]] (2024) <br />[[Honorary Doctorate]] (2025),[[King's College London]],"[[McGill University]] ([[Bachelor of Science|BS]], [[Master of Science|MS]], [[Doctor of Philosophy|PhD]])",{{plainlist|,2,0,1964.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1252,1252,Yann LeCun,{{birth date and age|1960|07|08|df=y}},"[[Soisy-sous-Montmorency]], France<!-- DO NOT LINK, see [[MOS:GEOLINK]] for further guidance -->",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1960.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,0
1253,1253,Andrew Ng,{{Birth date and age|1984|10|18}},"Paris, France",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"[[Carnegie Mellon University]] ([[Bachelor of Science|BS]])<br>[[Massachusetts Institute of Technology]] ([[Master of Science|MS]])<br>[[University of California, Berkeley]] ([[Doctor of Philosophy|PhD]])",{{plainlist|,2,0,1984.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1254,1254,Tim Berners-Lee,{{birth date and age|1955|6|8|df=y}},"London, England",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,{{ubil|[[Turing Award]] (2016)|[[Queen Elizabeth Prize]] (2013)|[[Foreign Associate of the National Academy of Sciences]] (2009)|[[Order of Merit]] (2007)|[[ACM Software System Award]] (1995)}},[[King's College London]],"[[Queen's College, Oxford]] ([[Bachelor of Arts|BA]])",{{plainlist| * {{marriage|Nancy Carlson|1990|2011|end=div}} * {{marriage|[[Rosemary Leith]]|2014}}}},2 children<br>3 step-children,0,1955.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1255,1255,Vinton Cerf,{{birth date and age|1943|06|23}},"[[New Haven, Connecticut]], U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"[[Stanford University]] ([[Bachelor of Science|BS]])<br>[[University of California, Los Angeles]] ([[Master of Science|MS]], [[Doctor of Philosophy|PhD]])",{{plainlist|,2,0,1943.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1256,1256,Martin Luther King Jr.,{{birth date|1929|1|15}},"[[Atlanta|Atlanta, Georgia]], U.S.",{{death date and age|1968|4|4|1929|1|15}},"[[Memphis, Tennessee]], U.S.",{{hlist|Baptist minister|activist}} {{Infobox person|child=yes,"{{unbulleted list|[[Nobel Peace Prize]] (1964)|[[Presidential Medal of Freedom]] ([[Posthumous award|posthumous]], 1977)|[[Congressional Gold Medal]] (posthumous, 2004)}}",[[King's College London]],{{unbulleted list|[[Morehouse College]] ([[Bachelor of Arts|BA]])|[[Crozer Theological Seminary]] ([[Bachelor of Divinity|BDiv]])|[[Boston University]] ([[PhD]])}},"{{marriage|[[Coretta Scott King|Coretta Scott]]|June 18, 1953}}",{{hlist|[[Yolanda King|Yolanda]]|[[Martin Luther King III|Martin&nbsp;III]]|[[Dexter King|Dexter]]|[[Bernice King|Bernice]]}},3,1929.0,1968.0,39.0,2.0,4,1
1257,1257,Nelson Mandela,{{birth date|1918|7|18|df=y}},"[[Mvezo]], South Africa",{{death date and age|2013|12|05|1918|7|18|df=y}},"[[Johannesburg]], South Africa",{{hlist|Politician|lawyer|philanthropist|activist}},[[List of awards and honours received by Nelson Mandela|Full list]],{{ubl|[[University of Fort Hare]]|[[University of London]]|[[University of South Africa]]|[[University of the Witwatersrand]]}},"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist| * {{marriage|[[Evelyn Mase|Evelyn Ntoko Mase]]|5 October 1944|18 March 1958|end=div.}} * {{marriage|[[Winnie Madikizela-Mandela|Winifred Madikizela]]|14 June 1958|19 March 1996|end=div.}} * {{marriage|[[Graça Machel|Graça Simbine]]|18 July 1998}}}},"6, including [[Makgatho Mandela|Makgatho]], [[Makaziwe Mandela|Maki]], [[Zenani Mandela-Dlamini|Zenani]], and [[Zindzi Mandela|Zindziswa]]",4,1918.0,2013.0,95.0,2.0,3,2
1258,1258,Mohandas Gandhi,{{birth date|df=y|1869|10|2}},"[[Porbandar]], [[Kathiawar Agency]], India",{{death date and age|df=y|1948|1|30|1869|10|2}},"New Delhi, India",{{hlist|Lawyer|anti-colonialist|political ethicist}},}},{{ubl|[[Samaldas Arts College]]{{efn|Did not graduate}}|[[University College London]]{{efn|Informal [[Academic audit|auditing student]] between 1888 and 1891}}}}[[City Law School|Inns of Court School of Law]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|[[Kasturba Gandhi]]|1883|1944|end=died}},{{hlist|[[Harilal Gandhi|Harilal]]|[[Manilal Gandhi|Manilal]]|[[Ramdas Gandhi|Ramdas]]|[[Devdas Gandhi|Devdas]]}},3,1869.0,1948.0,79.0,2.0,1,2
1259,1259,Malcolm X,{{birth date|1925|5|19}},"[[Omaha, Nebraska]], U.S.",{{death date and age|1965|2|21|1925|5|19}},"[[Manhattan]], New York City, U.S.",{{hlist|Minister|activist}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|[[Betty Shabazz]]|1958}},"6, including [[Attallah Shabazz|Attallah]], [[Qubilah Shabazz|Qubilah]], and [[Ilyasah Shabazz|Ilyasah]]",3,1925.0,1965.0,40.0,2.0,1,2
1260,1260,Rosa Parks,{{birth date|1913|2|4}},"[[Tuskegee, Alabama]], U.S.",{{death date and age|2005|10|24|1913|2|4}},"[[Detroit]], Michigan, U.S.",[[Civil rights activist]],}},[[King's College London]],Alabama State Teachers College for Negroes (now [[Alabama State University]]),[[Raymond Parks (activist)|Raymond Parks]]<br>(m. 1932; died 1977),2,3,1913.0,2005.0,92.0,2.0,3,2
1261,1261,Susan B. Anthony,{{Birth date|1820|2|15|mf=y}},"[[Adams, Massachusetts]], U.S.",{{Death date and age|1906|3|13|1820|2|15|mf=y}},"[[Rochester, New York]], U.S.",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1820.0,1906.0,86.0,2.0,1,0
